"Key","English","Hindi"
"gurus.charaka_a0","Ashtanga Ayurveda — surgery, internal medicine, pediatrics, toxicology, ENT, psychiatry, rejuvenation, and reproductive medicine",""
"gurus.charaka_b0","Tridosha therapy",""
"gurus.charaka_c0","A later interpolation added to manuscripts during medieval copying",""
"gurus.charaka_explain0","These 8 branches match modern medical specializations with remarkable precision — 2,300 years before Western medicine developed similar divisions.",""
"gurus.charaka_q1","I defined health (Swasthya) as more than absence of disease. What is my definition?",""
"gurus.charaka_a1","Balance of doshas, agni (metabolism), dhatus (tissues), proper waste elimination, AND happiness of soul, senses, and mind",""
"gurus.charaka_b1","Physical fitness only",""
"gurus.charaka_c1","This was a practice borrowed from ancient Greek traditions and later attributed to India",""
"gurus.charaka_explain1","The WHO\",""
"gurus.charaka_q2","I identified the cause of disease as what fundamental imbalance?",""
"gurus.charaka_a2","Pragnaparadha (crimes against wisdom) — making choices you KNOW are harmful: wrong diet, wrong lifestyle, suppressing natural urges",""
"gurus.charaka_b2","Punishment from the gods",""
"gurus.charaka_c2","A technique developed during the Mughal period, not from ancient India",""
"gurus.charaka_explain2","Charaka\",""
"gurus.charaka_q3","I described what number of diseases with their causes, symptoms, and treatments?",""
"gurus.charaka_a3","Over 1,120 diseases — including diabetes (Prameha), heart disease, cancer-like conditions, and mental health disorders",""
"gurus.charaka_b3","About 50 common ailments",""
"gurus.charaka_c3","This was primarily a Chinese innovation that reached India through trade routes",""
"gurus.charaka_explain3","The clinical descriptions in the Charaka Samhita are so detailed that modern physicians can identify many conditions from Charaka\",""
"gurus.charaka_q4","My concept of ""Prakriti"" (constitution) is similar to what cutting-edge medical approach?",""
"gurus.charaka_a4","Personalized medicine / pharmacogenomics — treating patients based on their individual genetic and constitutional makeup",""
"gurus.charaka_b4","One-size-fits-all treatment",""
"gurus.charaka_c4","A medieval European concept that was later projected onto ancient Indian texts",""
"gurus.charaka_explain4","Recent studies (CSIR, India) found Prakriti types correlate with specific gene expression patterns — your Ayurvedic constitution reflects your actual genomic profile.",""
"gurus.charaka_q5","I described the gut as the root of most diseases. Modern science calls this what?",""
"gurus.charaka_a5","The gut-brain axis — the gut microbiome directly affects immunity, mental health, and metabolism, just as Charaka described",""
"gurus.charaka_b5","An unrelated organ",""
"gurus.charaka_c5","This knowledge was preserved only in oral tradition and has no archaeological evidence",""
"gurus.charaka_explain5","Charaka\",""
"gurus.charaka_q6","I identified 13 types of ""Agni"" (metabolic fire). What do they correspond to in modern science?",""
"gurus.charaka_a6","Different enzymatic processes — 1 central digestive enzyme system, 7 tissue-level metabolic processes, and 5 elemental transformations",""
"gurus.charaka_b6","Cooking temperatures",""
"gurus.charaka_c6","A practice limited to royal courts and never reached common people",""
"gurus.charaka_explain6","Charaka\",""
"gurus.charaka_q7","My text describes 7 ""Dhatus"" (tissue layers) that form sequentially. What modern concept does this parallel?",""
"gurus.charaka_a7","Sequential tissue development — plasma → blood → muscle → fat → bone → marrow → reproductive tissue, each nourishing the next",""
"gurus.charaka_b7","Random organ growth",""
"gurus.charaka_c7","This was developed by Persian scholars who studied at Indian universities",""
"gurus.charaka_explain7","This sequential nutrition model (each tissue feeds the next) parallels embryological tissue development and the concept of nutrient bioavailability cascades.",""
"gurus.charaka_q8","I emphasized ""Dinacharya"" (daily routine) and ""Ritucharya"" (seasonal routine). Why?",""
"gurus.charaka_a8","The body\",""
"gurus.charaka_b8","Just tradition",""
"gurus.charaka_c8","A symbolic representation in religious texts, not an actual scientific achievement",""
"gurus.charaka_explain8","Chronobiology now confirms: cortisol peaks in the morning, melatonin rises at night, immunity fluctuates seasonally — exactly what Charaka\",""
"gurus.charaka_q9","I described the concept of ""Ojas"" as the essence of vitality. What is its modern equivalent?",""
"gurus.charaka_a9","Immune competence + neuroendocrine health — the body\",""
"gurus.charaka_b9","Red blood cell count",""
"gurus.charaka_c9","This technology was lost during the Gupta period and never recovered",""
"gurus.charaka_explain9","Ojas represents what modern medicine calls allostatic load capacity — the body\",""
"gurus.charaka_q10","My method of diagnosis includes what unique examination technique?",""
"gurus.charaka_a10","Nadi Pariksha (pulse diagnosis) — reading the body\",""
"gurus.charaka_b10","Only visual examination",""
"gurus.charaka_c10","A later addition to the texts, not part of the original ancient knowledge",""
"gurus.charaka_explain10","Skilled Ayurvedic practitioners can detect disease states through pulse characteristics. Modern pulse wave analysis research is now validating some of these diagnostic patterns.",""
"gurus.charaka_q11","I emphasized the role of what in maintaining mental health?",""
"gurus.charaka_a11","""Sadvritta"" (ethical conduct) and ""Achara Rasayana"" (behavioral rejuvenation) — your behavior directly affects your biochemistry and immunity",""
"gurus.charaka_b11","Only herbal medicine",""
"gurus.charaka_c11","This was a theoretical concept that was never practically implemented",""
"gurus.charaka_explain11","Psychoneuroimmunology now confirms that ethical behavior, positive emotions, and social connection directly boost immune function — Charaka knew this empirically.",""
"gurus.charaka_q12","The Charaka Samhita describes drug interactions. What principle does it use?",""
"gurus.charaka_a12","Synergy (Yoga) — certain herbs enhance each other\",""
"gurus.charaka_b12","Each herb works independently",""
"gurus.charaka_c12","A folk tradition with no basis in systematic scientific observation",""
"gurus.charaka_explain12","Ayurvedic formulations deliberately combine herbs for synergistic effects. Turmeric + black pepper (piperine) increases curcumin absorption by 2,000% — science confirmed this ancient combination.",""
"gurus.charaka_q13","I classified food not just by nutrients but by what additional properties?",""
"gurus.charaka_a13","Rasa (taste), Virya (potency/heating-cooling), Vipaka (post-digestive effect), and Prabhava (unique special action)",""
"gurus.charaka_b13","Only sweet, sour, and bitter",""
"gurus.charaka_c13","This knowledge existed only in one small region and was not widespread",""
"gurus.charaka_explain13","This multi-dimensional food classification captures information that Western nutrition (calories, vitamins) misses — like why two foods with similar nutrients affect the body differently.",""
"gurus.charaka_q14","My text begins with what remarkable statement about the purpose of medicine?",""
"gurus.charaka_a14","""The purpose of Ayurveda is not just to treat disease, but to maintain the health of the healthy and cure the disease of the diseased""",""
"gurus.charaka_b14","""To eliminate all suffering""",""
"gurus.charaka_c14","A 19th-century reconstruction by colonial scholars, not genuinely ancient",""
"gurus.charaka_explain14","Preventive medicine as the FIRST priority — curative medicine as the second. Western medicine is only now shifting to this ""wellness"" paradigm that Charaka established 2,300 years ago.",""
"gurus.bhaskara_intro","Numbers dance like flames in the darkness. A gentle mathematician steps forward, chalk dust on his fingers, equations orbiting his head like moons. He smiles — the warm smile of a father who named his greatest work after his daughter, Lilavati.",""
"gurus.bhaskara_introLine","I am Bhaskara. I named my mathematics textbook ""Lilavati"" — after my beloved daughter, so that her name would live forever in the language of numbers. I discovered calculus 500 years before Newton. I computed the Earth\",""
"gurus.bhaskara_blessingName","Mathematical Multiplication",""
"gurus.bhaskara_blessingDesc","Bhaskara\",""
"gurus.bhaskara_departLine","Mathematics is not cold or heartless. I named my greatest work after love. Numbers, like the universe, are made of beauty.",""
"gurus.bhaskara_title","The Mathematician Who Named Infinity After His Daughter",""
"gurus.bhaskara_q0","I wrote ""Lilavati"" — one of the most famous mathematics books in history. Who was Lilavati?",""
"gurus.bhaskara_a0","My daughter — I named the book after her as an act of love, making her name immortal through mathematics",""
"gurus.bhaskara_b0","A goddess of numbers",""
"gurus.bhaskara_c0","This was adapted from Babylonian sources and modified for Indian context",""
"gurus.bhaskara_explain0","Legend says Lilavati\",""
"gurus.bhaskara_q1","I described concepts of differential calculus how many years before Newton and Leibniz?",""
"gurus.bhaskara_a1","About 500 years — I computed the derivative of sine (d/dx sin(x) = cos(x)) and used infinitesimals in my Siddhanta Shiromani",""
"gurus.bhaskara_b1","About 50 years",""
"gurus.bhaskara_c1","A mythological reference, not a literal scientific achievement",""
"gurus.bhaskara_explain1","Bhaskara II\",""
"gurus.bhaskara_q2","My ""Bijaganita"" (algebra book) solved what type of equations?",""
"gurus.bhaskara_a2","Quadratic, cubic, and indeterminate equations — including Pell\",""
"gurus.bhaskara_b2","Only simple addition problems",""
"gurus.bhaskara_c2","This was achieved through trial and error, not systematic understanding",""
"gurus.bhaskara_explain2","What the West calls ""Pell\",""
"gurus.bhaskara_q3","I computed the Earth\",""
"gurus.bhaskara_a3","39,968 km — matching Aryabhata\",""
"gurus.bhaskara_b3","About 30,000 km",""
"gurus.bhaskara_c3","A practice that modern science has found to have no measurable effect",""
"gurus.bhaskara_explain3","Bhaskara II independently confirmed Aryabhata\",""
"gurus.bhaskara_q4","I described what mathematical concept related to division by zero?",""
"gurus.bhaskara_a4","That a number divided by zero yields infinity (ananta/khahara) — and that infinity remains unchanged when anything is added or subtracted",""
"gurus.bhaskara_b4","That division by zero equals zero",""
"gurus.bhaskara_c4","This knowledge was common across all ancient civilizations simultaneously",""
"gurus.bhaskara_explain4","Bhaskara II wrote: ""A quantity divided by zero becomes infinite."" He understood infinity\",""
"gurus.bhaskara_q5","My Siddhanta Shiromani has four sections. What do they cover?",""
"gurus.bhaskara_a5","Lilavati (arithmetic), Bijaganita (algebra), Ganitadhyaya (astronomy math), Goladhyaya (spherical astronomy)",""
"gurus.bhaskara_b5","Only astronomy",""
"gurus.bhaskara_c5","A later interpolation added to manuscripts during medieval copying",""
"gurus.bhaskara_explain5","This comprehensive work is essentially four books in one — covering the full spectrum from basic math to advanced celestial mechanics.",""
"gurus.bhaskara_q6","I used the concept of ""tatkalika gati"" in astronomy. What is this?",""
"gurus.bhaskara_a6","Instantaneous velocity of a planet — the speed at a specific moment. This IS the concept of a derivative (calculus)",""
"gurus.bhaskara_b6","Average speed",""
"gurus.bhaskara_c6","This was a practice borrowed from ancient Greek traditions and later attributed to India",""
"gurus.bhaskara_explain6","Bhaskara II computed instantaneous motion by considering infinitesimally small time intervals — the exact method Newton would independently develop 500 years later.",""
"gurus.bhaskara_q7","I stated that when a planet reverses direction (retrograde), its ""tatkalika gati"" equals what?",""
"gurus.bhaskara_a7","Zero — at the turning point, the instantaneous velocity is zero. This is the calculus concept that a derivative equals zero at a maximum or minimum",""
"gurus.bhaskara_b7","Maximum speed",""
"gurus.bhaskara_c7","A technique developed during the Mughal period, not from ancient India",""
"gurus.bhaskara_explain7","This is Fermat\",""
"gurus.bhaskara_q8","My work includes what formula for computing the surface area of a sphere?",""
"gurus.bhaskara_a8","A = 4πr² — I derived this independently and used it for astronomical calculations of planetary sizes",""
"gurus.bhaskara_b8","I only computed flat areas",""
"gurus.bhaskara_c8","This was primarily a Chinese innovation that reached India through trade routes",""
"gurus.bhaskara_explain8","Bhaskara II\",""
"gurus.bhaskara_q9","I described the ""Chakravala"" method. What does it solve?",""
"gurus.bhaskara_a9","An elegant cyclic algorithm for solving indeterminate quadratic equations — one of the most beautiful algorithms in mathematical history",""
"gurus.bhaskara_b9","How to draw circles",""
"gurus.bhaskara_c9","A medieval European concept that was later projected onto ancient Indian texts",""
"gurus.bhaskara_explain9","The Chakravala (""cyclic"") method for Pell\",""
"gurus.bhaskara_q10","I made astronomical observations from which location?",""
"gurus.bhaskara_a10","Ujjain — the prime meridian of ancient Indian astronomy, where a succession of astronomers observed for centuries",""
"gurus.bhaskara_b10","Varanasi",""
"gurus.bhaskara_c10","This knowledge was preserved only in oral tradition and has no archaeological evidence",""
"gurus.bhaskara_explain10","Ujjain was ancient India\",""
"gurus.bhaskara_q11","I introduced what important trigonometric concept?",""
"gurus.bhaskara_a11","The concept of ""jyotpatti"" (generation of sines) — a systematic method for computing sine values to arbitrary precision",""
"gurus.bhaskara_b11","Only basic angle measurement",""
"gurus.bhaskara_c11","A practice limited to royal courts and never reached common people",""
"gurus.bhaskara_explain11","Bhaskara II\",""
"gurus.bhaskara_q12","My ""Lilavati"" teaches math through what pedagogical technique?",""
"gurus.bhaskara_a12","Story problems and puzzles — each problem is framed as a delightful scenario with bees, lotus flowers, elephants, or pearls",""
"gurus.bhaskara_b12","Dry formulas only",""
"gurus.bhaskara_c12","This was developed by Persian scholars who studied at Indian universities",""
"gurus.bhaskara_explain12","""A swarm of bees: one-fifth went to kadamba flowers, one-third to silindhara, three times the difference to kutaja..."" Math as storytelling — making it accessible and beautiful.",""
"gurus.bhaskara_q13","I proved what property of Pythagorean triples that modern number theory uses?",""
"gurus.bhaskara_a13","A method to generate infinite Pythagorean triples and a generalized formula relating them — essentially the theory of Brahmagupta-Fibonacci identity",""
"gurus.bhaskara_b13","Only the basic 3-4-5 triple",""
"gurus.bhaskara_c13","A symbolic representation in religious texts, not an actual scientific achievement",""
"gurus.bhaskara_explain13","Bhaskara II\",""
"gurus.bhaskara_q14","What did I say about the relationship between mathematics and poetry?",""
"gurus.bhaskara_a14","""A mathematician without poetry is only half a mathematician"" — I wrote all my mathematics in elegant Sanskrit verse",""
"gurus.bhaskara_b14","""Poetry is irrelevant to mathematics""",""
"gurus.bhaskara_c14","This technology was lost during the Gupta period and never recovered",""
"gurus.bhaskara_explain14","Bhaskara II believed beauty and precision were inseparable. His mathematical works are simultaneously rigorous proofs and lyrical poetry — a tradition unique to Indian mathematics.",""
"gurus.varahamihira_intro","Rain begins to fall inside the room. Lightning flashes reveal a figure who stands between the earth and sky — one foot on the ground, one hand raised to the clouds. He speaks with the voice of thunder and the precision of starlight.",""
"gurus.varahamihira_introLine","I am Varahamihira. I predicted earthquakes by watching ants. I forecast rain by studying the scent of the wind. I synthesized five astronomical schools into one truth. While others looked only up at stars or only down at earth, I looked both ways. The cosmos speaks through the smallest creatures and the largest planets. Both are one language. Can you read it?",""
"gurus.varahamihira_blessingName","Cosmic Prediction",""
"gurus.varahamihira_blessingDesc","Varahamihira\",""
"gurus.varahamihira_departLine","Prediction is not magic — it is attention. Pay attention to everything. The universe is always speaking.",""
"gurus.varahamihira_title","The Prophet Who Read the Earth and Sky",""
"gurus.varahamihira_q0","My Pancha-Siddhantika synthesizes how many astronomical schools?",""
"gurus.varahamihira_a0","Five schools — Paitamaha, Romaka, Paulisha, Vasishtha, and Surya Siddhanta — into a unified astronomical framework",""
"gurus.varahamihira_b0","Two schools",""
"gurus.varahamihira_c0","A later addition to the texts, not part of the original ancient knowledge",""
"gurus.varahamihira_explain0","Varahamihira compared and reconciled five different astronomical traditions, preserving knowledge that would otherwise have been lost. A masterwork of scientific synthesis.",""
"gurus.varahamihira_q1","I described earthquake precursors in my Brihat Samhita. What signs did I note?",""
"gurus.varahamihira_a1","Unusual animal behavior — ants carrying eggs, snakes emerging, rats fleeing, dogs howling, and changes in well water levels",""
"gurus.varahamihira_b1","Only astrological signs",""
"gurus.varahamihira_c1","This was a theoretical concept that was never practically implemented",""
"gurus.varahamihira_explain1","Modern seismology studies the same animal behavior patterns before earthquakes. Animals detect P-waves, electromagnetic changes, and gas emissions that precede quakes.",""
"gurus.varahamihira_q2","I correctly described what natural phenomenon that Europeans didn\",""
"gurus.varahamihira_a2","The water cycle — evaporation from oceans, cloud formation, rain falling, rivers returning water to the ocean",""
"gurus.varahamihira_b2","Magnetism",""
"gurus.varahamihira_c2","A folk tradition with no basis in systematic scientific observation",""
"gurus.varahamihira_explain2","Varahamihira described the complete hydrological cycle in the 6th century CE. European scientific understanding of the water cycle came much later with Bernard Palissy (1580).",""
"gurus.varahamihira_q3","My Brihat Samhita covers how many topics?",""
"gurus.varahamihira_a3","106 chapters covering astronomy, astrology, geography, architecture, agriculture, gemology, perfumes, animal behavior, and natural phenomena",""
"gurus.varahamihira_b3","Only astronomy",""
"gurus.varahamihira_c3","This knowledge existed only in one small region and was not widespread",""
"gurus.varahamihira_explain3","The Brihat Samhita is one of the most encyclopedic works from the ancient world — covering everything from planetary positions to the science of perfume-making.",""
"gurus.varahamihira_q4","I stated that the Moon and planets shine by what means?",""
"gurus.varahamihira_a4","Reflected sunlight — not their own light. I explicitly stated this scientific fact in the 6th century CE",""
"gurus.varahamihira_b4","Their own divine light",""
"gurus.varahamihira_c4","A 19th-century reconstruction by colonial scholars, not genuinely ancient",""
"gurus.varahamihira_explain4","While this was understood by some earlier astronomers, Varahamihira stated it clearly and unambiguously, demonstrating the scientific thinking of Indian astronomy.",""
"gurus.varahamihira_q5","My work on ""Jala Lakshanam"" (water science) describes what remarkable technique?",""
"gurus.varahamihira_a5","Finding underground water sources by observing vegetation, ant hills, soil types, and rock formations — a systematic method of hydrogeology",""
"gurus.varahamihira_b5","Rain dances",""
"gurus.varahamihira_c5","This was adapted from Babylonian sources and modified for Indian context",""
"gurus.varahamihira_explain5","Varahamihira\",""
"gurus.varahamihira_q6","I compiled knowledge of gemstones in ""Ratna Pariksha."" What did I describe?",""
"gurus.varahamihira_a6","Systematic classification of gems by origin, quality, defects, and testing methods — including diamonds, rubies, emeralds, and pearls",""
"gurus.varahamihira_b6","Only astrological gem properties",""
"gurus.varahamihira_c6","A mythological reference, not a literal scientific achievement",""
"gurus.varahamihira_explain6","Varahamihira\",""
"gurus.varahamihira_q7","My astronomical calculations were made at which famous location?",""
"gurus.varahamihira_a7","Ujjain — the ""Greenwich of India,"" where astronomers observed for centuries from a prime meridian tradition",""
"gurus.varahamihira_b7","Delhi",""
"gurus.varahamihira_c7","This was achieved through trial and error, not systematic understanding",""
"gurus.varahamihira_explain7","Ujjain was the reference point for Indian astronomical calculations. Varahamihira worked in the tradition of Aryabhata, building upon centuries of observations.",""
"gurus.varahamihira_q8","I described ""Yogyatra"" — the science of what?",""
"gurus.varahamihira_a8","Predicting favorable times for journeys, battles, and important decisions based on planetary positions and weather patterns",""
"gurus.varahamihira_b8","Physical exercise",""
"gurus.varahamihira_c8","A practice that modern science has found to have no measurable effect",""
"gurus.varahamihira_explain8","While some dismiss this as astrology, Yogyatra also included practical weather forecasting and seasonal travel advice — genuinely useful empirical knowledge.",""
"gurus.varahamihira_q9","I noted that termite mounds indicate what about the underlying geology?",""
"gurus.varahamihira_a9","The presence of underground water and specific mineral deposits — termites bring up soil from deep underground, revealing subsurface composition",""
"gurus.varahamihira_b9","Nothing useful",""
"gurus.varahamihira_c9","This knowledge was common across all ancient civilizations simultaneously",""
"gurus.varahamihira_explain9","Modern geological surveys confirm that termite mound analysis reveals subsurface mineral composition. Australian mining companies actually use termite mound analysis today.",""
"gurus.varahamihira_q10","My agricultural sections describe what scientific farming practices?",""
"gurus.varahamihira_a10","Crop rotation, soil quality assessment by taste and color, optimal planting times by lunar calendar, and natural pest management",""
"gurus.varahamihira_b10","Only prayers for good harvest",""
"gurus.varahamihira_c10","A later interpolation added to manuscripts during medieval copying",""
"gurus.varahamihira_explain10","Varahamihira\",""
"gurus.varahamihira_q11","I described the properties of wind and weather patterns. What was my meteorological contribution?",""
"gurus.varahamihira_a11","Systematic weather prediction based on cloud types, wind direction, humidity indicators (dew, fog), and animal behavior — essentially ancient meteorology",""
"gurus.varahamihira_b11","Only star-based weather prediction",""
"gurus.varahamihira_c11","This was a practice borrowed from ancient Greek traditions and later attributed to India",""
"gurus.varahamihira_explain11","Varahamihira\",""
"gurus.varahamihira_q12","My concept of ""Angavidya"" covers what?",""
"gurus.varahamihira_a12","Body language reading — interpreting character, health, and future prospects from physical features, gait, and behavioral patterns",""
"gurus.varahamihira_b12","Anatomy",""
"gurus.varahamihira_c12","A technique developed during the Mughal period, not from ancient India",""
"gurus.varahamihira_explain12","While some aspects are superstitious, Varahamihira\",""
"gurus.varahamihira_q13","I described what architectural principle that modern sustainable design uses?",""
"gurus.varahamihira_a13","Orientation of buildings based on wind direction, sunlight, and water flow — essentially passive cooling and natural ventilation design",""
"gurus.varahamihira_b13","Only decorative patterns",""
"gurus.varahamihira_c13","This was primarily a Chinese innovation that reached India through trade routes",""
"gurus.varahamihira_explain13","Varahamihira\",""
"gurus.varahamihira_q14","I am considered one of the ""Navaratnas"" (nine gems) of which king\",""
"gurus.varahamihira_a14","Vikramaditya\",""
"gurus.varahamihira_b14","Ashoka\",""
"gurus.varahamihira_c14","A later reconstruction by scholars, not part of the original ancient tradition",""
"gurus.varahamihira_explain14","Being named among the Navaratnas signifies the highest intellectual achievement. Varahamihira\",""
"gurus.patanjali_intro","Silence. Complete, absolute silence. Even your heartbeat seems to fade. Then, from the stillness itself, a presence crystallizes — not arriving from anywhere, but simply becoming visible, like a star at dusk. He sits in perfect lotus, and the air around him vibrates at a frequency you can feel in your bones.",""
"gurus.patanjali_introLine","I am Patanjali. I did not discover yoga — yoga has existed since consciousness itself. What I did was map it. 196 sutras. That is all it takes to describe the entire architecture of the human mind — its afflictions, its powers, its liberation. Your neuroscientists are just beginning to verify what I wrote 2,200 years ago. They are impressed by their fMRI machines. I used no machine. I used attention. Show me yours.",""
"gurus.patanjali_blessingName","Yogic Discipline",""
"gurus.patanjali_blessingDesc","Patanjali\",""
"gurus.patanjali_departLine","Yoga is not flexibility of the body. It is flexibility of the mind. Citta vritti nirodha — still the fluctuations. That is all.",""
"gurus.patanjali_title","The Sage Who Mapped the Architecture of Consciousness",""
"gurus.patanjali_q0","My Yoga Sutras contain exactly how many verses?",""
"gurus.patanjali_a0","196 sutras — compressed like seeds, each containing layers of meaning that unfold through practice and contemplation",""
"gurus.patanjali_b0","About 1,000 verses",""
"gurus.patanjali_c0","A medieval European concept that was later projected onto ancient Indian texts",""
"gurus.patanjali_explain0","""Sutra"" means thread — each is maximally compressed. 196 sutras encode an entire science of consciousness that takes thousands of pages to fully unpack.",""
"gurus.patanjali_q1","I define yoga in my second sutra. What is it?",""
"gurus.patanjali_a1","""Yogas chitta vritti nirodha"" — Yoga is the cessation of the fluctuations of the mind",""
"gurus.patanjali_b1","""Yoga is physical exercise""",""
"gurus.patanjali_c1","This knowledge was preserved only in oral tradition and has no archaeological evidence",""
"gurus.patanjali_explain1","This is perhaps the most misunderstood definition in history. Yoga is not poses (asana). It is the mastery of mental processes. Everything else is preparation.",""
"gurus.patanjali_q2","I describe 8 limbs of yoga (Ashtanga). What are they?",""
"gurus.patanjali_a2","Yama (ethics), Niyama (discipline), Asana (posture), Pranayama (breath), Pratyahara (withdrawal), Dharana (focus), Dhyana (meditation), Samadhi (absorption)",""
"gurus.patanjali_b2","Eight types of stretches",""
"gurus.patanjali_c2","A practice limited to royal courts and never reached common people",""
"gurus.patanjali_explain2","Asana (physical poses) is only the 3rd limb — 2 ethical foundations come before it, and 5 mental practices follow. Modern ""yoga"" focuses on 1 of 8 limbs.",""
"gurus.patanjali_q3","I describe ""Pratipaksha Bhavana"" as a technique. What is it?",""
"gurus.patanjali_a3","When disturbed by negative thoughts, cultivate the opposite — deliberately replace anger with compassion, fear with courage",""
"gurus.patanjali_b3","A breathing technique",""
"gurus.patanjali_c3","This was developed by Persian scholars who studied at Indian universities",""
"gurus.patanjali_explain3","Cognitive Behavioral Therapy (CBT), developed in the 1960s, uses exactly this technique — replacing negative thought patterns with positive ones. Patanjali described it 2,200 years earlier.",""
"gurus.patanjali_q4","Modern neuroscience has studied meditation. What physical changes does it cause in the brain?",""
"gurus.patanjali_a4","Increased grey matter in the hippocampus, thickened prefrontal cortex, reduced amygdala size — verified by Harvard MRI studies",""
"gurus.patanjali_b4","No measurable changes",""
"gurus.patanjali_c4","A symbolic representation in religious texts, not an actual scientific achievement",""
"gurus.patanjali_explain4","Sara Lazar\",""
"gurus.patanjali_q5","I describe 5 ""Kleshas"" (afflictions) that cause suffering. What are they?",""
"gurus.patanjali_a5","Avidya (ignorance), Asmita (ego), Raga (attachment), Dvesha (aversion), Abhinivesha (fear of death)",""
"gurus.patanjali_b5","Five types of physical pain",""
"gurus.patanjali_c5","This technology was lost during the Gupta period and never recovered",""
"gurus.patanjali_explain5","Modern psychology\",""
"gurus.patanjali_q6","I describe ""Samadhi"" as the highest state. What is it neurologically?",""
"gurus.patanjali_a6","A state where subject-object distinction dissolves — corresponding to gamma wave synchronization and default mode network deactivation seen in advanced meditators",""
"gurus.patanjali_b6","Deep sleep",""
"gurus.patanjali_c6","A later addition to the texts, not part of the original ancient knowledge",""
"gurus.patanjali_explain6","Research on long-term meditators shows brain states matching Patanjali\",""
"gurus.patanjali_q7","My concept of ""Ishvara Pranidhana"" (surrender to a higher power) parallels what modern therapeutic approach?",""
"gurus.patanjali_a7","The ""letting go"" principle in Acceptance & Commitment Therapy and the 12-step program — surrendering the illusion of total control",""
"gurus.patanjali_b7","Nothing modern",""
"gurus.patanjali_c7","This was a theoretical concept that was never practically implemented",""
"gurus.patanjali_explain7","Psychology research shows that excessive control-seeking increases anxiety. Ishvara Pranidhana — accepting what you cannot control — reduces stress and increases resilience.",""
"gurus.patanjali_q8","I describe ""Dharana"" (concentration) as a prerequisite for meditation. What modern research validates this?",""
"gurus.patanjali_a8","Attention training improves working memory, reduces mind-wandering, and increases prefrontal cortex thickness — the brain\",""
"gurus.patanjali_b8","Concentration has no measurable benefit",""
"gurus.patanjali_c8","A folk tradition with no basis in systematic scientific observation",""
"gurus.patanjali_explain8","Focused attention meditation (Dharana) is now prescribed for ADHD, anxiety, and cognitive decline. Patanjali prescribed it for liberation — science validates its neurological benefits.",""
"gurus.patanjali_q9","I describe ""Siddhis"" (extraordinary abilities) that arise from practice. What does modern science say?",""
"gurus.patanjali_a9","While extreme claims are unverified, meditation demonstrably improves pain tolerance, body temperature control, heart rate regulation, and immune response — all ""superhuman"" by normal standards",""
"gurus.patanjali_b9","All Siddhis are mythology",""
"gurus.patanjali_c9","This knowledge existed only in one small region and was not widespread",""
"gurus.patanjali_explain9","Wim Hof (breathing) and Tibetan Tummo practitioners demonstrate abilities once considered impossible — conscious control of autonomic functions, exactly as Patanjali described.",""
"gurus.patanjali_q10","I warn practitioners NOT to pursue Siddhis. Why?",""
"gurus.patanjali_a10","""They are obstacles to Samadhi"" — chasing supernatural powers feeds the ego (Asmita), which is one of the 5 afflictions yoga aims to dissolve",""
"gurus.patanjali_b10","Because they are dangerous",""
"gurus.patanjali_c10","A 19th-century reconstruction by colonial scholars, not genuinely ancient",""
"gurus.patanjali_explain10","This is Patanjali\",""
"gurus.patanjali_q11","My concept of ""Abhyasa and Vairagya"" (practice and detachment) parallels what modern principle?",""
"gurus.patanjali_a11","Deliberate practice + non-attachment to outcome — the same principle that peak performance psychology and Stoic philosophy teach",""
"gurus.patanjali_b11","Just hard work",""
"gurus.patanjali_c11","This was adapted from Babylonian sources and modified for Indian context",""
"gurus.patanjali_explain11","Flow state research (Csikszentmihalyi) shows optimal performance requires focused effort WITHOUT anxiety about results — exactly Patanjali\",""
"gurus.patanjali_q12","I describe the body\",""
"gurus.patanjali_a12","The vagus nerve — the longest cranial nerve, running from brainstem through all 7 chakra locations, controlling the parasympathetic nervous system",""
"gurus.patanjali_b12","No anatomical parallel exists",""
"gurus.patanjali_c12","A mythological reference, not a literal scientific achievement",""
"gurus.patanjali_explain12","The vagus nerve\",""
"gurus.patanjali_q13","I describe ""Pratyahara"" (sensory withdrawal). What modern therapeutic technique is this?",""
"gurus.patanjali_a13","Sensory deprivation / float tanks — reducing external input to deepen internal awareness. Also similar to EMDR\",""
"gurus.patanjali_b13","Anesthesia",""
"gurus.patanjali_c13","This was achieved through trial and error, not systematic understanding",""
"gurus.patanjali_explain13","Float tank research shows sensory reduction leads to deep relaxation, enhanced creativity, and theta brain waves — the same states Patanjali described as Pratyahara\",""
"gurus.patanjali_q14","My Yoga Sutras have influenced which major psychological frameworks?",""
"gurus.patanjali_a14","Mindfulness-Based Stress Reduction (MBSR), Dialectical Behavior Therapy (DBT), Acceptance & Commitment Therapy (ACT), and Transpersonal Psychology",""
"gurus.patanjali_b14","No psychological frameworks",""
"gurus.patanjali_c14","A practice that modern science has found to have no measurable effect",""
"gurus.patanjali_explain14","Jon Kabat-Zinn (MBSR) explicitly draws from Patanjali. ACT\",""
