"Key","English","Hindi"
"temples.jyotish_c4","[Wrong answer 2 4]",""
"temples.jyotish_explain4","[Explanation 4]",""
"temples.jyotish_q5","[Question 5]",""
"temples.jyotish_a5","[Correct answer 5]",""
"temples.jyotish_b5","[Wrong answer 5]",""
"temples.jyotish_c5","[Wrong answer 2 5]",""
"temples.jyotish_explain5","[Explanation 5]",""
"temples.jyotish_q6","[Question 6]",""
"temples.jyotish_a6","[Correct answer 6]",""
"temples.jyotish_b6","[Wrong answer 6]",""
"temples.jyotish_c6","[Wrong answer 2 6]",""
"temples.jyotish_explain6","[Explanation 6]",""
"temples.jyotish_q7","[Question 7]",""
"temples.jyotish_a7","[Correct answer 7]",""
"temples.jyotish_b7","[Wrong answer 7]",""
"temples.jyotish_c7","[Wrong answer 2 7]",""
"temples.jyotish_explain7","[Explanation 7]",""
"temples.jyotish_q8","[Question 8]",""
"temples.jyotish_a8","[Correct answer 8]",""
"temples.jyotish_b8","[Wrong answer 8]",""
"temples.jyotish_c8","[Wrong answer 2 8]",""
"temples.jyotish_explain8","[Explanation 8]",""
"temples.jyotish_q9","[Question 9]",""
"temples.jyotish_a9","[Correct answer 9]",""
"temples.jyotish_b9","[Wrong answer 9]",""
"temples.jyotish_c9","[Wrong answer 2 9]",""
"temples.jyotish_explain9","[Explanation 9]",""
"temples.jyotish_q10","[Question 10]",""
"temples.jyotish_a10","[Correct answer 10]",""
"temples.jyotish_b10","[Wrong answer 10]",""
"temples.jyotish_c10","[Wrong answer 2 10]",""
"temples.jyotish_explain10","[Explanation 10]",""
"temples.jyotish_q11","[Question 11]",""
"temples.jyotish_a11","[Correct answer 11]",""
"temples.jyotish_b11","[Wrong answer 11]",""
"temples.jyotish_c11","[Wrong answer 2 11]",""
"temples.jyotish_explain11","[Explanation 11]",""
"temples.jyotish_q12","[Question 12]",""
"temples.jyotish_a12","[Correct answer 12]",""
"temples.jyotish_b12","[Wrong answer 12]",""
"temples.jyotish_c12","[Wrong answer 2 12]",""
"temples.jyotish_explain12","[Explanation 12]",""
"temples.jyotish_q13","[Question 13]",""
"temples.jyotish_a13","[Correct answer 13]",""
"temples.jyotish_b13","[Wrong answer 13]",""
"temples.jyotish_c13","[Wrong answer 2 13]",""
"temples.jyotish_explain13","[Explanation 13]",""
"temples.jyotish_q14","[Question 14]",""
"temples.jyotish_a14","[Correct answer 14]",""
"temples.jyotish_b14","[Wrong answer 14]",""
"temples.jyotish_c14","[Wrong answer 2 14]",""
"temples.jyotish_explain14","[Explanation 14]",""
"temples.jyotish_q15","[Question 15]",""
"temples.jyotish_a15","[Correct answer 15]",""
"temples.jyotish_b15","[Wrong answer 15]",""
"temples.jyotish_c15","[Wrong answer 2 15]",""
"temples.jyotish_explain15","[Explanation 15]",""
"temples.jyotish_q16","[Question 16]",""
"temples.jyotish_a16","[Correct answer 16]",""
"temples.jyotish_b16","[Wrong answer 16]",""
"temples.jyotish_c16","[Wrong answer 2 16]",""
"temples.jyotish_explain16","[Explanation 16]",""
"temples.jyotish_q17","[Question 17]",""
"temples.jyotish_a17","[Correct answer 17]",""
"temples.jyotish_b17","[Wrong answer 17]",""
"temples.jyotish_c17","[Wrong answer 2 17]",""
"temples.jyotish_explain17","[Explanation 17]",""
"temples.jyotish_q18","[Question 18]",""
"temples.jyotish_a18","[Correct answer 18]",""
"temples.jyotish_b18","[Wrong answer 18]",""
"temples.jyotish_c18","[Wrong answer 2 18]",""
"temples.jyotish_explain18","[Explanation 18]",""
"temples.jyotish_q19","[Question 19]",""
"temples.jyotish_a19","[Correct answer 19]",""
"temples.jyotish_b19","[Wrong answer 19]",""
"temples.jyotish_c19","[Wrong answer 2 19]",""
"temples.jyotish_explain19","[Explanation 19]",""
"temples.rajniti_intro","[Extract from knowledgeTemples.js]",""
"temples.rajniti_lore","[Extract from knowledgeTemples.js]",""
"temples.rajniti_q0","[Question 0]",""
"temples.rajniti_a0","[Correct answer 0]",""
"temples.rajniti_b0","[Wrong answer 0]",""
"temples.rajniti_c0","[Wrong answer 2 0]",""
"temples.rajniti_explain0","[Explanation 0]",""
"temples.rajniti_q1","[Question 1]",""
"temples.rajniti_a1","[Correct answer 1]",""
"temples.rajniti_b1","[Wrong answer 1]",""
"temples.rajniti_c1","[Wrong answer 2 1]",""
"temples.rajniti_explain1","[Explanation 1]",""
"temples.rajniti_q2","[Question 2]",""
"temples.rajniti_a2","[Correct answer 2]",""
"temples.rajniti_b2","[Wrong answer 2]",""
"temples.rajniti_c2","[Wrong answer 2 2]",""
"temples.rajniti_explain2","[Explanation 2]",""
"temples.rajniti_q3","[Question 3]",""
"temples.rajniti_a3","[Correct answer 3]",""
"temples.rajniti_b3","[Wrong answer 3]",""
"temples.rajniti_c3","[Wrong answer 2 3]",""
"temples.rajniti_explain3","[Explanation 3]",""
"temples.rajniti_q4","[Question 4]",""
"temples.rajniti_a4","[Correct answer 4]",""
"temples.rajniti_b4","[Wrong answer 4]",""
"temples.rajniti_c4","[Wrong answer 2 4]",""
"temples.rajniti_explain4","[Explanation 4]",""
"temples.rajniti_q5","[Question 5]",""
"temples.rajniti_a5","[Correct answer 5]",""
"temples.rajniti_b5","[Wrong answer 5]",""
"temples.rajniti_c5","[Wrong answer 2 5]",""
"temples.rajniti_explain5","[Explanation 5]",""
"temples.rajniti_q6","[Question 6]",""
"temples.rajniti_a6","[Correct answer 6]",""
"temples.rajniti_b6","[Wrong answer 6]",""
"temples.rajniti_c6","[Wrong answer 2 6]",""
"temples.rajniti_explain6","[Explanation 6]",""
"temples.rajniti_q7","[Question 7]",""
"temples.rajniti_a7","[Correct answer 7]",""
"temples.rajniti_b7","[Wrong answer 7]",""
"temples.rajniti_c7","[Wrong answer 2 7]",""
"temples.rajniti_explain7","[Explanation 7]",""
"temples.rajniti_q8","[Question 8]",""
"temples.rajniti_a8","[Correct answer 8]",""
"temples.rajniti_b8","[Wrong answer 8]",""
"temples.rajniti_c8","[Wrong answer 2 8]",""
"temples.rajniti_explain8","[Explanation 8]",""
"temples.rajniti_q9","[Question 9]",""
"temples.rajniti_a9","[Correct answer 9]",""
"temples.rajniti_b9","[Wrong answer 9]",""
"temples.rajniti_c9","[Wrong answer 2 9]",""
"temples.rajniti_explain9","[Explanation 9]",""
"temples.rajniti_q10","[Question 10]",""
"temples.rajniti_a10","[Correct answer 10]",""
"temples.rajniti_b10","[Wrong answer 10]",""
"temples.rajniti_c10","[Wrong answer 2 10]",""
"temples.rajniti_explain10","[Explanation 10]",""
"temples.rajniti_q11","[Question 11]",""
"temples.rajniti_a11","[Correct answer 11]",""
"temples.rajniti_b11","[Wrong answer 11]",""
"temples.rajniti_c11","[Wrong answer 2 11]",""
"temples.rajniti_explain11","[Explanation 11]",""
"temples.rajniti_q12","[Question 12]",""
"temples.rajniti_a12","[Correct answer 12]",""
"temples.rajniti_b12","[Wrong answer 12]",""
"temples.rajniti_c12","[Wrong answer 2 12]",""
"temples.rajniti_explain12","[Explanation 12]",""
"temples.rajniti_q13","[Question 13]",""
"temples.rajniti_a13","[Correct answer 13]",""
"temples.rajniti_b13","[Wrong answer 13]",""
"temples.rajniti_c13","[Wrong answer 2 13]",""
"temples.rajniti_explain13","[Explanation 13]",""
"temples.rajniti_q14","[Question 14]",""
"temples.rajniti_a14","[Correct answer 14]",""
"temples.rajniti_b14","[Wrong answer 14]",""
"temples.rajniti_c14","[Wrong answer 2 14]",""
"temples.rajniti_explain14","[Explanation 14]",""
"temples.rajniti_q15","[Question 15]",""
"temples.rajniti_a15","[Correct answer 15]",""
"temples.rajniti_b15","[Wrong answer 15]",""
"temples.rajniti_c15","[Wrong answer 2 15]",""
"temples.rajniti_explain15","[Explanation 15]",""
"temples.rajniti_q16","[Question 16]",""
"temples.rajniti_a16","[Correct answer 16]",""
"temples.rajniti_b16","[Wrong answer 16]",""
"temples.rajniti_c16","[Wrong answer 2 16]",""
"temples.rajniti_explain16","[Explanation 16]",""
"temples.rajniti_q17","[Question 17]",""
"temples.rajniti_a17","[Correct answer 17]",""
"temples.rajniti_b17","[Wrong answer 17]",""
"temples.rajniti_c17","[Wrong answer 2 17]",""
"temples.rajniti_explain17","[Explanation 17]",""
"temples.rajniti_q18","[Question 18]",""
"temples.rajniti_a18","[Correct answer 18]",""
"temples.rajniti_b18","[Wrong answer 18]",""
"temples.rajniti_c18","[Wrong answer 2 18]",""
"temples.rajniti_explain18","[Explanation 18]",""
"temples.rajniti_q19","[Question 19]",""
"temples.rajniti_a19","[Correct answer 19]",""
"temples.rajniti_b19","[Wrong answer 19]",""
"temples.rajniti_c19","[Wrong answer 2 19]",""
"temples.rajniti_explain19","[Explanation 19]",""
"temples.krishi_intro","[Extract from knowledgeTemples.js]",""
"temples.krishi_lore","[Extract from knowledgeTemples.js]",""
"temples.krishi_q0","[Question 0]",""
"temples.krishi_a0","[Correct answer 0]",""
"temples.krishi_b0","[Wrong answer 0]",""
"temples.krishi_c0","[Wrong answer 2 0]",""
"temples.krishi_explain0","[Explanation 0]",""
"temples.krishi_q1","[Question 1]",""
"temples.krishi_a1","[Correct answer 1]",""
"temples.krishi_b1","[Wrong answer 1]",""
"temples.krishi_c1","[Wrong answer 2 1]",""
"temples.krishi_explain1","[Explanation 1]",""
"temples.krishi_q2","[Question 2]",""
"temples.krishi_a2","[Correct answer 2]",""
"temples.krishi_b2","[Wrong answer 2]",""
"temples.krishi_c2","[Wrong answer 2 2]",""
"temples.krishi_explain2","[Explanation 2]",""
"temples.krishi_q3","[Question 3]",""
"temples.krishi_a3","[Correct answer 3]",""
"temples.krishi_b3","[Wrong answer 3]",""
"temples.krishi_c3","[Wrong answer 2 3]",""
"temples.krishi_explain3","[Explanation 3]",""
"temples.krishi_q4","[Question 4]",""
"temples.krishi_a4","[Correct answer 4]",""
"temples.krishi_b4","[Wrong answer 4]",""
"temples.krishi_c4","[Wrong answer 2 4]",""
"temples.krishi_explain4","[Explanation 4]",""
"temples.krishi_q5","[Question 5]",""
"temples.krishi_a5","[Correct answer 5]",""
"temples.krishi_b5","[Wrong answer 5]",""
"temples.krishi_c5","[Wrong answer 2 5]",""
"temples.krishi_explain5","[Explanation 5]",""
"temples.krishi_q6","[Question 6]",""
"temples.krishi_a6","[Correct answer 6]",""
"temples.krishi_b6","[Wrong answer 6]",""
"temples.krishi_c6","[Wrong answer 2 6]",""
"temples.krishi_explain6","[Explanation 6]",""
"temples.krishi_q7","[Question 7]",""
"temples.krishi_a7","[Correct answer 7]",""
"temples.krishi_b7","[Wrong answer 7]",""
"temples.krishi_c7","[Wrong answer 2 7]",""
"temples.krishi_explain7","[Explanation 7]",""
"temples.krishi_q8","[Question 8]",""
"temples.krishi_a8","[Correct answer 8]",""
"temples.krishi_b8","[Wrong answer 8]",""
"temples.krishi_c8","[Wrong answer 2 8]",""
"temples.krishi_explain8","[Explanation 8]",""
"temples.krishi_q9","[Question 9]",""
"temples.krishi_a9","[Correct answer 9]",""
"temples.krishi_b9","[Wrong answer 9]",""
"temples.krishi_c9","[Wrong answer 2 9]",""
"temples.krishi_explain9","[Explanation 9]",""
"temples.krishi_q10","[Question 10]",""
"temples.krishi_a10","[Correct answer 10]",""
"temples.krishi_b10","[Wrong answer 10]",""
"temples.krishi_c10","[Wrong answer 2 10]",""
"temples.krishi_explain10","[Explanation 10]",""
"temples.krishi_q11","[Question 11]",""
"temples.krishi_a11","[Correct answer 11]",""
"temples.krishi_b11","[Wrong answer 11]",""
"temples.krishi_c11","[Wrong answer 2 11]",""
"temples.krishi_explain11","[Explanation 11]",""
"temples.krishi_q12","[Question 12]",""
"temples.krishi_a12","[Correct answer 12]",""
"temples.krishi_b12","[Wrong answer 12]",""
"temples.krishi_c12","[Wrong answer 2 12]",""
"temples.krishi_explain12","[Explanation 12]",""
"temples.krishi_q13","[Question 13]",""
"temples.krishi_a13","[Correct answer 13]",""
"temples.krishi_b13","[Wrong answer 13]",""
"temples.krishi_c13","[Wrong answer 2 13]",""
"temples.krishi_explain13","[Explanation 13]",""
"temples.krishi_q14","[Question 14]",""
"temples.krishi_a14","[Correct answer 14]",""
"temples.krishi_b14","[Wrong answer 14]",""
"temples.krishi_c14","[Wrong answer 2 14]",""
"temples.krishi_explain14","[Explanation 14]",""
"temples.krishi_q15","[Question 15]",""
"temples.krishi_a15","[Correct answer 15]",""
"temples.krishi_b15","[Wrong answer 15]",""
"temples.krishi_c15","[Wrong answer 2 15]",""
"temples.krishi_explain15","[Explanation 15]",""
"temples.krishi_q16","[Question 16]",""
"temples.krishi_a16","[Correct answer 16]",""
"temples.krishi_b16","[Wrong answer 16]",""
"temples.krishi_c16","[Wrong answer 2 16]",""
"temples.krishi_explain16","[Explanation 16]",""
"temples.krishi_q17","[Question 17]",""
"temples.krishi_a17","[Correct answer 17]",""
"temples.krishi_b17","[Wrong answer 17]",""
"temples.krishi_c17","[Wrong answer 2 17]",""
"temples.krishi_explain17","[Explanation 17]",""
"temples.krishi_q18","[Question 18]",""
"temples.krishi_a18","[Correct answer 18]",""
"temples.krishi_b18","[Wrong answer 18]",""
"temples.krishi_c18","[Wrong answer 2 18]",""
"temples.krishi_explain18","[Explanation 18]",""
"temples.krishi_q19","[Question 19]",""
"temples.krishi_a19","[Correct answer 19]",""
"temples.krishi_b19","[Wrong answer 19]",""
"temples.krishi_c19","[Wrong answer 2 19]",""
"temples.krishi_explain19","[Explanation 19]",""
"temples.kala_intro","[Extract from knowledgeTemples.js]",""
"temples.kala_lore","[Extract from knowledgeTemples.js]",""
"temples.kala_q0","[Question 0]",""
"temples.kala_a0","[Correct answer 0]",""
"temples.kala_b0","[Wrong answer 0]",""
"temples.kala_c0","[Wrong answer 2 0]",""
"temples.kala_explain0","[Explanation 0]",""
"temples.kala_q1","[Question 1]",""
"temples.kala_a1","[Correct answer 1]",""
"temples.kala_b1","[Wrong answer 1]",""
"temples.kala_c1","[Wrong answer 2 1]",""
"temples.kala_explain1","[Explanation 1]",""
"temples.kala_q2","[Question 2]",""
"temples.kala_a2","[Correct answer 2]",""
"temples.kala_b2","[Wrong answer 2]",""
"temples.kala_c2","[Wrong answer 2 2]",""
"temples.kala_explain2","[Explanation 2]",""
"temples.kala_q3","[Question 3]",""
"temples.kala_a3","[Correct answer 3]",""
"temples.kala_b3","[Wrong answer 3]",""
"temples.kala_c3","[Wrong answer 2 3]",""
"temples.kala_explain3","[Explanation 3]",""
"temples.kala_q4","[Question 4]",""
"temples.kala_a4","[Correct answer 4]",""
"temples.kala_b4","[Wrong answer 4]",""
"temples.kala_c4","[Wrong answer 2 4]",""
"temples.kala_explain4","[Explanation 4]",""
"temples.kala_q5","[Question 5]",""
"temples.kala_a5","[Correct answer 5]",""
"temples.kala_b5","[Wrong answer 5]",""
"temples.kala_c5","[Wrong answer 2 5]",""
"temples.kala_explain5","[Explanation 5]",""
"temples.kala_q6","[Question 6]",""
"temples.kala_a6","[Correct answer 6]",""
"temples.kala_b6","[Wrong answer 6]",""
"temples.kala_c6","[Wrong answer 2 6]",""
"temples.kala_explain6","[Explanation 6]",""
"temples.kala_q7","[Question 7]",""
"temples.kala_a7","[Correct answer 7]",""
"temples.kala_b7","[Wrong answer 7]",""
"temples.kala_c7","[Wrong answer 2 7]",""
"temples.kala_explain7","[Explanation 7]",""
"temples.kala_q8","[Question 8]",""
"temples.kala_a8","[Correct answer 8]",""
"temples.kala_b8","[Wrong answer 8]",""
"temples.kala_c8","[Wrong answer 2 8]",""
"temples.kala_explain8","[Explanation 8]",""
"temples.kala_q9","[Question 9]",""
"temples.kala_a9","[Correct answer 9]",""
"temples.kala_b9","[Wrong answer 9]",""
"temples.kala_c9","[Wrong answer 2 9]",""
"temples.kala_explain9","[Explanation 9]",""
"temples.kala_q10","[Question 10]",""
"temples.kala_a10","[Correct answer 10]",""
"temples.kala_b10","[Wrong answer 10]",""
"temples.kala_c10","[Wrong answer 2 10]",""
"temples.kala_explain10","[Explanation 10]",""
"temples.kala_q11","[Question 11]",""
"temples.kala_a11","[Correct answer 11]",""
"temples.kala_b11","[Wrong answer 11]",""
"temples.kala_c11","[Wrong answer 2 11]",""
"temples.kala_explain11","[Explanation 11]",""
"temples.kala_q12","[Question 12]",""
"temples.kala_a12","[Correct answer 12]",""
"temples.kala_b12","[Wrong answer 12]",""
"temples.kala_c12","[Wrong answer 2 12]",""
"temples.kala_explain12","[Explanation 12]",""
"temples.kala_q13","[Question 13]",""
"temples.kala_a13","[Correct answer 13]",""
"temples.kala_b13","[Wrong answer 13]",""
"temples.kala_c13","[Wrong answer 2 13]",""
"temples.kala_explain13","[Explanation 13]",""
"temples.kala_q14","[Question 14]",""
"temples.kala_a14","[Correct answer 14]",""
"temples.kala_b14","[Wrong answer 14]",""
"temples.kala_c14","[Wrong answer 2 14]",""
"temples.kala_explain14","[Explanation 14]",""
"temples.kala_q15","[Question 15]",""
"temples.kala_a15","[Correct answer 15]",""
"temples.kala_b15","[Wrong answer 15]",""
"temples.kala_c15","[Wrong answer 2 15]",""
"temples.kala_explain15","[Explanation 15]",""
"temples.kala_q16","[Question 16]",""
"temples.kala_a16","[Correct answer 16]",""
"temples.kala_b16","[Wrong answer 16]",""
"temples.kala_c16","[Wrong answer 2 16]",""
"temples.kala_explain16","[Explanation 16]",""
"temples.kala_q17","[Question 17]",""
"temples.kala_a17","[Correct answer 17]",""
"temples.kala_b17","[Wrong answer 17]",""
"temples.kala_c17","[Wrong answer 2 17]",""
"temples.kala_explain17","[Explanation 17]",""
"temples.kala_q18","[Question 18]",""
"temples.kala_a18","[Correct answer 18]",""
"temples.kala_b18","[Wrong answer 18]",""
"temples.kala_c18","[Wrong answer 2 18]",""
"temples.kala_explain18","[Explanation 18]",""
"temples.kala_q19","[Question 19]",""
"temples.kala_a19","[Correct answer 19]",""
"temples.kala_b19","[Wrong answer 19]",""
"temples.kala_c19","[Wrong answer 2 19]",""
"temples.kala_explain19","[Explanation 19]",""
"temples.darshan_intro","[Extract from knowledgeTemples.js]",""
"temples.darshan_lore","[Extract from knowledgeTemples.js]",""
"temples.darshan_q0","[Question 0]",""
"temples.darshan_a0","[Correct answer 0]",""
"temples.darshan_b0","[Wrong answer 0]",""
"temples.darshan_c0","[Wrong answer 2 0]",""
"temples.darshan_explain0","[Explanation 0]",""
"temples.darshan_q1","[Question 1]",""
"temples.darshan_a1","[Correct answer 1]",""
"temples.darshan_b1","[Wrong answer 1]",""
"temples.darshan_c1","[Wrong answer 2 1]",""
"temples.darshan_explain1","[Explanation 1]",""
"temples.darshan_q2","[Question 2]",""
"temples.darshan_a2","[Correct answer 2]",""
"temples.darshan_b2","[Wrong answer 2]",""
"temples.darshan_c2","[Wrong answer 2 2]",""
"temples.darshan_explain2","[Explanation 2]",""
"temples.darshan_q3","[Question 3]",""
"temples.darshan_a3","[Correct answer 3]",""
"temples.darshan_b3","[Wrong answer 3]",""
"temples.darshan_c3","[Wrong answer 2 3]",""
"temples.darshan_explain3","[Explanation 3]",""
"temples.darshan_q4","[Question 4]",""
"temples.darshan_a4","[Correct answer 4]",""
"temples.darshan_b4","[Wrong answer 4]",""
"temples.darshan_c4","[Wrong answer 2 4]",""
"temples.darshan_explain4","[Explanation 4]",""
"temples.darshan_q5","[Question 5]",""
"temples.darshan_a5","[Correct answer 5]",""
"temples.darshan_b5","[Wrong answer 5]",""
"temples.darshan_c5","[Wrong answer 2 5]",""
"temples.darshan_explain5","[Explanation 5]",""
"temples.darshan_q6","[Question 6]",""
"temples.darshan_a6","[Correct answer 6]",""
"temples.darshan_b6","[Wrong answer 6]",""
"temples.darshan_c6","[Wrong answer 2 6]",""
"temples.darshan_explain6","[Explanation 6]",""
"temples.darshan_q7","[Question 7]",""
"temples.darshan_a7","[Correct answer 7]",""
"temples.darshan_b7","[Wrong answer 7]",""
"temples.darshan_c7","[Wrong answer 2 7]",""
"temples.darshan_explain7","[Explanation 7]",""
"temples.darshan_q8","[Question 8]",""
"temples.darshan_a8","[Correct answer 8]",""
"temples.darshan_b8","[Wrong answer 8]",""
"temples.darshan_c8","[Wrong answer 2 8]",""
"temples.darshan_explain8","[Explanation 8]",""
"temples.darshan_q9","[Question 9]",""
"temples.darshan_a9","[Correct answer 9]",""
"temples.darshan_b9","[Wrong answer 9]",""
"temples.darshan_c9","[Wrong answer 2 9]",""
"temples.darshan_explain9","[Explanation 9]",""
"temples.darshan_q10","[Question 10]",""
"temples.darshan_a10","[Correct answer 10]",""
"temples.darshan_b10","[Wrong answer 10]",""
"temples.darshan_c10","[Wrong answer 2 10]",""
"temples.darshan_explain10","[Explanation 10]",""
"temples.darshan_q11","[Question 11]",""
"temples.darshan_a11","[Correct answer 11]",""
"temples.darshan_b11","[Wrong answer 11]",""
"temples.darshan_c11","[Wrong answer 2 11]",""
"temples.darshan_explain11","[Explanation 11]",""
"temples.darshan_q12","[Question 12]",""
"temples.darshan_a12","[Correct answer 12]",""
"temples.darshan_b12","[Wrong answer 12]",""
"temples.darshan_c12","[Wrong answer 2 12]",""
"temples.darshan_explain12","[Explanation 12]",""
"temples.darshan_q13","[Question 13]",""
"temples.darshan_a13","[Correct answer 13]",""
"temples.darshan_b13","[Wrong answer 13]",""
"temples.darshan_c13","[Wrong answer 2 13]",""
"temples.darshan_explain13","[Explanation 13]",""
"temples.darshan_q14","[Question 14]",""
"temples.darshan_a14","[Correct answer 14]",""
"temples.darshan_b14","[Wrong answer 14]",""
"temples.darshan_c14","[Wrong answer 2 14]",""
"temples.darshan_explain14","[Explanation 14]",""
"temples.darshan_q15","[Question 15]",""
"temples.darshan_a15","[Correct answer 15]",""
"temples.darshan_b15","[Wrong answer 15]",""
"temples.darshan_c15","[Wrong answer 2 15]",""
"temples.darshan_explain15","[Explanation 15]",""
"temples.darshan_q16","[Question 16]",""
"temples.darshan_a16","[Correct answer 16]",""
"temples.darshan_b16","[Wrong answer 16]",""
"temples.darshan_c16","[Wrong answer 2 16]",""
"temples.darshan_explain16","[Explanation 16]",""
"temples.darshan_q17","[Question 17]",""
"temples.darshan_a17","[Correct answer 17]",""
"temples.darshan_b17","[Wrong answer 17]",""
"temples.darshan_c17","[Wrong answer 2 17]",""
"temples.darshan_explain17","[Explanation 17]",""
"temples.darshan_q18","[Question 18]",""
"temples.darshan_a18","[Correct answer 18]",""
"temples.darshan_b18","[Wrong answer 18]",""
"temples.darshan_c18","[Wrong answer 2 18]",""
"temples.darshan_explain18","[Explanation 18]",""
"temples.darshan_q19","[Question 19]",""
"temples.darshan_a19","[Correct answer 19]",""
"temples.darshan_b19","[Wrong answer 19]",""
"temples.darshan_c19","[Wrong answer 2 19]",""
"temples.darshan_explain19","[Explanation 19]",""
"cosmic.bhuloka_0_title","[Title]",""
"cosmic.bhuloka_0_fact","[Fact]",""
"cosmic.bhuloka_1_title","[Title]",""
"cosmic.bhuloka_1_fact","[Fact]",""
"cosmic.bhuloka_2_title","[Title]",""
"cosmic.bhuloka_2_fact","[Fact]",""
"cosmic.bhuloka_3_title","[Title]",""
"cosmic.bhuloka_3_fact","[Fact]",""
"cosmic.bhuloka_4_title","[Title]",""
"cosmic.bhuloka_4_fact","[Fact]",""
"cosmic.bhuloka_5_title","[Title]",""
"cosmic.bhuloka_5_fact","[Fact]",""
"cosmic.bhuloka_6_title","[Title]",""
"cosmic.bhuloka_6_fact","[Fact]",""
"cosmic.bhuloka_7_title","[Title]",""
"cosmic.bhuloka_7_fact","[Fact]",""
"cosmic.bhuloka_8_title","[Title]",""
"cosmic.bhuloka_8_fact","[Fact]",""
"cosmic.bhuloka_9_title","[Title]",""
"cosmic.bhuloka_9_fact","[Fact]",""
"cosmic.bhuloka_10_title","[Title]",""
"cosmic.bhuloka_10_fact","[Fact]",""
"cosmic.bhuloka_11_title","[Title]",""
"cosmic.bhuloka_11_fact","[Fact]",""
"cosmic.bhuloka_12_title","[Title]",""
"cosmic.bhuloka_12_fact","[Fact]",""
"cosmic.bhuloka_13_title","[Title]",""
"cosmic.bhuloka_13_fact","[Fact]",""
"cosmic.bhuloka_14_title","[Title]",""
"cosmic.bhuloka_14_fact","[Fact]",""
"cosmic.bhuloka_15_title","[Title]",""
"cosmic.bhuloka_15_fact","[Fact]",""
"cosmic.bhuloka_16_title","[Title]",""
"cosmic.bhuloka_16_fact","[Fact]",""
"cosmic.bhuloka_17_title","[Title]",""
"cosmic.bhuloka_17_fact","[Fact]",""
"cosmic.bhuloka_18_title","[Title]",""
"cosmic.bhuloka_18_fact","[Fact]",""
"cosmic.bhuloka_19_title","[Title]",""
"cosmic.bhuloka_19_fact","[Fact]",""
"cosmic.antarloka_0_title","[Title]",""
"cosmic.antarloka_0_fact","[Fact]",""
"cosmic.antarloka_1_title","[Title]",""
"cosmic.antarloka_1_fact","[Fact]",""
"cosmic.antarloka_2_title","[Title]",""
"cosmic.antarloka_2_fact","[Fact]",""
"cosmic.antarloka_3_title","[Title]",""
"cosmic.antarloka_3_fact","[Fact]",""
"cosmic.antarloka_4_title","[Title]",""
"cosmic.antarloka_4_fact","[Fact]",""
"cosmic.antarloka_5_title","[Title]",""
"cosmic.antarloka_5_fact","[Fact]",""
"cosmic.antarloka_6_title","[Title]",""
"cosmic.antarloka_6_fact","[Fact]",""
"cosmic.antarloka_7_title","[Title]",""
"cosmic.antarloka_7_fact","[Fact]",""
"cosmic.antarloka_8_title","[Title]",""
"cosmic.antarloka_8_fact","[Fact]",""
"cosmic.antarloka_9_title","[Title]",""
"cosmic.antarloka_9_fact","[Fact]",""
"cosmic.antarloka_10_title","[Title]",""
"cosmic.antarloka_10_fact","[Fact]",""
"cosmic.antarloka_11_title","[Title]",""
"cosmic.antarloka_11_fact","[Fact]",""
"cosmic.antarloka_12_title","[Title]",""
"cosmic.antarloka_12_fact","[Fact]",""
"cosmic.antarloka_13_title","[Title]",""
"cosmic.antarloka_13_fact","[Fact]",""
"cosmic.antarloka_14_title","[Title]",""
"cosmic.antarloka_14_fact","[Fact]",""
"cosmic.antarloka_15_title","[Title]",""
"cosmic.antarloka_15_fact","[Fact]",""
"cosmic.antarloka_16_title","[Title]",""
"cosmic.antarloka_16_fact","[Fact]",""
"cosmic.antarloka_17_title","[Title]",""
"cosmic.antarloka_17_fact","[Fact]",""
"cosmic.antarloka_18_title","[Title]",""
"cosmic.antarloka_18_fact","[Fact]",""
"cosmic.antarloka_19_title","[Title]",""
"cosmic.antarloka_19_fact","[Fact]",""
"cosmic.svargaloka_0_title","[Title]",""
"cosmic.svargaloka_0_fact","[Fact]",""
"cosmic.svargaloka_1_title","[Title]",""
"cosmic.svargaloka_1_fact","[Fact]",""
"cosmic.svargaloka_2_title","[Title]",""
"cosmic.svargaloka_2_fact","[Fact]",""
"cosmic.svargaloka_3_title","[Title]",""
"cosmic.svargaloka_3_fact","[Fact]",""
"cosmic.svargaloka_4_title","[Title]",""
"cosmic.svargaloka_4_fact","[Fact]",""
"cosmic.svargaloka_5_title","[Title]",""
"cosmic.svargaloka_5_fact","[Fact]",""
"cosmic.svargaloka_6_title","[Title]",""
"cosmic.svargaloka_6_fact","[Fact]",""
"cosmic.svargaloka_7_title","[Title]",""
"cosmic.svargaloka_7_fact","[Fact]",""
"cosmic.svargaloka_8_title","[Title]",""
"cosmic.svargaloka_8_fact","[Fact]",""
"cosmic.svargaloka_9_title","[Title]",""
"cosmic.svargaloka_9_fact","[Fact]",""
"cosmic.svargaloka_10_title","[Title]",""
"cosmic.svargaloka_10_fact","[Fact]",""
"cosmic.svargaloka_11_title","[Title]",""
"cosmic.svargaloka_11_fact","[Fact]",""
"cosmic.svargaloka_12_title","[Title]",""
"cosmic.svargaloka_12_fact","[Fact]",""
"cosmic.svargaloka_13_title","[Title]",""
"cosmic.svargaloka_13_fact","[Fact]",""
"cosmic.svargaloka_14_title","[Title]",""
"cosmic.svargaloka_14_fact","[Fact]",""
